Scenario_id,Object_type,Object_speed_kmph,time_to_collision_sec,braking_triggered,collision_avoided
1962,Motorcycle,47.54209035650171,4.42,0,0
1963,Motorcycle,93.86215753166464,0.68,1,0
1964,Animal,5.357868439063093,2.03,1,1
1965,Motorcycle,45.10702614281036,1.83,1,0
1966,Bike,10.999470134875299,6.24,0,0
1967,Truck,50.76061226775551,1.44,1,0
1968,Car,53.33741378138829,7.84,0,0
1969,Animal,7.952851696257548,1.85,1,0
1970,Truck,30.272030348409583,7.69,0,0
1971,Truck,71.54455996434108,3.02,1,1
1972,Motorcycle,32.45075440054126,4.7,0,0
1973,Bike,3.8380063057471414,3.14,1,1
1974,Bike,22.644023679900062,3.14,1,1
1975,Bike,7.009364159820969,4.54,0,0
1976,Car,45.40705550184484,4.14,0,0
1977,Bike,6.030313973090019,2.1,1,1
1978,Motorcycle,88.50902191176422,5.5,0,0
1979,Motorcycle,61.4556781537134,2.99,1,1
1980,Truck,44.770142814727464,2.73,1,1
1981,Truck,22.57460239504854,5.07,0,0
1982,Bike,18.718758938034078,2.88,1,1
1983,Truck,54.918681754030985,7.16,0,0
1984,Pedestrian,4.985356098683772,6.14,0,0
1985,Animal,3.2544761852694464,1.28,1,0
1986,Bike,13.947328023140534,3.87,1,1
1987,Truck,60.96415076443243,4.88,0,0
1988,Truck,5.708279869063902,5.38,0,0
1989,Pedestrian,8.476099722236427,1.56,1,0
1990,Motorcycle,5.956634622506416,7.76,0,0
1991,Pedestrian,2.10306636347364,7.85,0,0
1992,Motorcycle,86.96184669002832,0.68,1,0
1993,Motorcycle,79.69291021458392,5.53,0,0
1994,Motorcycle,30.514747064068366,4.6,0,0
1995,Animal,8.299889904083606,4.6,0,0
1996,Motorcycle,56.27022202825103,2.53,1,1
1997,Animal,4.837076156354071,2.59,1,1
1998,Motorcycle,16.951430579268916,4.42,0,0
1999,Truck,64.95260940801626,7.97,0,0
2000,Pedestrian,5.740842531420981,7.48,0,0
2001,Truck,58.657658315962685,6.08,0,0
2002,Car,17.151687320960225,1.53,1,0
2003,Car,33.597508739079466,3.24,1,1
2004,Animal,8.889533889862127,5.03,0,0
2005,Animal,5.7890903394027,4.7,0,0
2006,Truck,76.04360860463275,6.33,0,0
2007,Motorcycle,48.851653061483646,4.05,0,0
2008,Pedestrian,5.626662939122673,4.06,0,0
2009,Truck,34.15591388155168,7.09,0,0
2010,Truck,5.10870039902935,0.61,1,0
2011,Truck,41.644214564577105,2.59,1,1
2012,Car,53.88340195130435,3.37,1,1
2013,Car,33.96081298636385,1.75,1,0
2014,Truck,66.20449199819548,1.69,1,0
2015,Bike,8.9885967997591,4.5,0,0
2016,Truck,39.438205563828944,3.43,1,1
2017,Motorcycle,68.40226484930128,7.26,0,0
2018,Motorcycle,91.76219533596007,2.04,1,1
2019,Motorcycle,62.83693108145059,5.02,0,0
2020,Car,70.23610185944682,6.56,0,0
2021,Bike,1.7424811179491342,5.16,0,0
2022,Pedestrian,4.427026804112192,5.68,0,0
2023,Pedestrian,1.5327846232010949,4.3,0,0
2024,Pedestrian,5.799744579950438,3.63,1,1
2025,Car,93.97348888158403,5.18,0,0
2026,Car,55.78577635075975,4.9,0,0
2027,Truck,15.040821007616339,4.54,0,0
2028,Bike,6.170363305877858,1.76,1,0
2029,Bike,25.804255573161917,3.24,1,1
2030,Animal,6.031559230667014,1.8,1,0
2031,Bike,17.563301220999808,6.09,0,0
2032,Truck,35.31846780037353,1.02,1,0
2033,Animal,2.425696641368191,4.29,0,0
2034,Pedestrian,1.5076680167310295,7.54,0,0
2035,Car,98.45788883072308,0.84,1,0
2036,Pedestrian,6.534478504714251,5.46,0,0
2037,Car,60.6570212967771,7.61,0,0
2038,Animal,3.5142955829998552,4.79,0,0
2039,Car,9.718425205537873,4.51,0,0
2040,Car,88.24897318995481,1.41,1,0
2041,Animal,1.8112666853370283,6.1,0,0
2042,Animal,5.66948443770451,4.35,0,0
2043,Pedestrian,6.233620770114777,5.09,0,0
2044,Animal,9.241303208967723,3.7,1,1
2045,Pedestrian,8.733256292065414,4.05,0,0
2046,Bike,17.935408164908267,2.28,1,1
2047,Motorcycle,11.608925822294978,1.02,1,0
2048,Car,64.48551647042952,4.45,0,0
2049,Truck,4.085911407666662,5.11,0,0
2050,Motorcycle,9.422802537719265,6.67,0,0
2051,Pedestrian,9.6560460058238,6.07,0,0
2052,Truck,16.92432120597948,6.77,0,0
2053,Animal,7.216658981392868,1.06,1,0
2054,Truck,17.9761139447798,3.03,1,1
2055,Pedestrian,7.937775453471282,6.7,0,0
2056,Pedestrian,6.207053259995332,3.26,1,1
2057,Pedestrian,9.857102726708968,2.62,1,1
2058,Truck,34.986189623465826,3.17,1,1
2059,Pedestrian,4.746268289430091,1.99,1,0
2060,Car,50.73936853586023,2.8,1,1
2061,Bike,18.26024579434228,1.95,1,0
2062,Truck,33.09622674501973,5.21,0,0
2063,Bike,26.88478149534471,4.14,0,0
2064,Animal,8.760516248892989,4.12,0,0
2065,Pedestrian,5.870871169314082,6.52,0,0
2066,Bike,17.220067871763703,3.85,1,1
2067,Truck,52.95841738005353,3.5,1,1
2068,Bike,11.577735569082204,0.67,1,0
2069,Car,29.966753210286253,4.85,0,0
2070,Car,23.992162820437,4.43,0,0
2071,Animal,4.643175815681264,3.04,1,1
2072,Bike,14.560846449603474,3.75,1,1
2073,Car,44.40835373616779,0.95,1,0
2074,Pedestrian,2.44731379136343,7.78,0,0
2075,Car,29.152635657205145,2.53,1,1
2076,Truck,73.7366281003765,3.93,1,1
2077,Car,46.79025083368614,5.74,0,0
2078,Truck,18.486309628244204,3.58,1,1
2079,Animal,3.7395888435896234,6.28,0,0
2080,Motorcycle,82.3950706269094,5.76,0,0
2081,Truck,35.781443374399245,1.77,1,0
2082,Pedestrian,5.549191520759093,3.36,1,1
2083,Motorcycle,54.51058968922879,1.81,1,0
2084,Car,25.70277431361497,7.56,0,0
2085,Animal,8.465918584649877,7.22,0,0
2086,Car,51.472166074646694,3.61,1,1
2087,Car,14.857031397313628,4.13,0,0
2088,Bike,19.982023415597762,5.07,0,0
2089,Truck,52.98265627475134,3.63,1,1
2090,Car,44.831200973847174,6.56,0,0
2091,Animal,7.406473695038942,6.26,0,0
2092,Car,86.85399875463729,0.61,1,0
2093,Truck,52.43895370196082,6.57,0,0
2094,Pedestrian,9.586780109170174,4.42,0,0
2095,Truck,36.79731196281814,7.57,0,0
2096,Bike,20.954839635889744,2.44,1,1
2097,Bike,27.150956600814464,7.1,0,0
2098,Bike,13.290266713341913,3.71,1,1
2099,Motorcycle,45.528098673044525,0.76,1,0
2100,Pedestrian,2.0653860776300643,2.63,1,1
2101,Bike,16.28039241268111,7.96,0,0
2102,Animal,7.690489284422197,7.69,0,0
2103,Bike,27.163943764305213,3.7,1,1
2104,Car,89.34415618863324,7.63,0,0
2105,Pedestrian,5.299577456211464,6.48,0,0
2106,Pedestrian,7.1860636345717115,6.82,0,0
2107,Truck,25.3751249175579,7.22,0,0
2108,Pedestrian,4.744883272592482,3.65,1,1
2109,Motorcycle,30.9862312161995,5.18,0,0
2110,Motorcycle,94.14149556741164,3.78,1,1
2111,Animal,1.5186435689076707,4.66,0,0
2112,Motorcycle,36.43111290467223,2.21,1,1
2113,Animal,9.202003796928334,1.93,1,0
2114,Animal,9.356144416323481,2.63,1,1
2115,Animal,7.404749385981388,6.32,0,0
2116,Car,38.57827615235017,3.43,1,1
2117,Motorcycle,4.617548865498113,4.53,0,0
2118,Truck,47.99132109124873,4.18,0,0
2119,Car,41.07464471878872,2.51,1,1
2120,Pedestrian,3.974112248190956,3.9,1,1
2121,Motorcycle,17.18308276441635,1.98,1,0
2122,Pedestrian,9.174820008510018,0.64,1,0
2123,Truck,76.73430688624369,6.35,0,0
2124,Animal,9.162680965346587,2.79,1,1
2125,Pedestrian,8.561730407614318,7.53,0,0
2126,Pedestrian,5.295686133766884,2.71,1,1
2127,Bike,26.771863185696265,4.62,0,0
2128,Car,22.069212113006525,5.02,0,0
2129,Bike,11.43626585768371,7.14,0,0
2130,Truck,49.405292417828626,5.24,0,0
2131,Animal,9.476503350098168,5.21,0,0
2132,Animal,7.805528882013624,1.06,1,0
2133,Animal,5.854643388756655,2.27,1,1
2134,Animal,3.2136090207665036,4.53,0,0
2135,Car,26.536862946213628,7.8,0,0
2136,Motorcycle,31.29468999393507,7.27,0,0
2137,Bike,13.615333165203038,0.82,1,0
2138,Truck,57.39805173618201,7.31,0,0
2139,Animal,5.578617407207265,2.96,1,1
2140,Motorcycle,51.430125249799225,7.36,0,0
2141,Car,90.79250572149223,5.69,0,0
2142,Animal,8.446758288582856,6.76,0,0
2143,Animal,4.851966270875854,5.65,0,0
2144,Motorcycle,77.4922223828996,0.9,1,0
2145,Pedestrian,8.73931251267063,6.64,0,0
2146,Bike,29.659913132808388,3.4,1,1
2147,Car,84.14699623632308,1.55,1,0
2148,Bike,28.89861587263616,3.79,1,1
2149,Truck,20.196525843515012,6.76,0,0
2150,Bike,14.143310131017502,3.93,1,1
2151,Truck,8.979462214313012,4.64,0,0
2152,Car,41.65689757688668,6.92,0,0
2153,Pedestrian,4.067787938686237,6.57,0,0
2154,Truck,18.720136688641634,6.45,0,0
2155,Animal,8.812922252596008,5.49,0,0
2156,Bike,21.995763740789755,2.36,1,1
2157,Truck,19.364156859027897,3.17,1,1
2158,Pedestrian,1.4752833747528646,2.04,1,1
2159,Truck,29.727832994974207,6.92,0,0
2160,Motorcycle,22.858484325942154,5.24,0,0
2161,Bike,15.976146738096315,1.99,1,0
2162,Animal,7.4686989642727895,1.13,1,0
2163,Bike,12.936689258699912,5.99,0,0
2164,Car,82.17046875217511,4.04,0,0
2165,Truck,53.50056745305107,5.81,0,0
2166,Animal,6.148361653830188,6.12,0,0
2167,Animal,3.7055698031697273,2.0,1,1
2168,Bike,4.695091623314974,6.91,0,0
2169,Motorcycle,2.78459125139039,1.81,1,0
2170,Motorcycle,57.757881295126836,5.54,0,0
2171,Animal,1.485517148404914,6.32,0,0
2172,Car,50.54790805938897,6.9,0,0
2173,Pedestrian,6.542763764227901,1.96,1,0
2174,Motorcycle,2.6902795459084388,5.83,0,0
2175,Pedestrian,7.670562410596737,1.19,1,0
2176,Pedestrian,7.613644638015661,1.33,1,0
2177,Car,36.41978897278155,7.85,0,0
2178,Bike,20.980823010789052,2.11,1,1
2179,Pedestrian,4.031699679513836,6.23,0,0
2180,Truck,62.00518086246302,6.24,0,0
2181,Pedestrian,2.6785569300389978,4.83,0,0
2182,Pedestrian,3.6321602748102157,2.37,1,1
2183,Animal,5.966806262847195,2.55,1,1
2184,Bike,21.428780683786123,3.36,1,1
2185,Car,67.3278442875005,1.58,1,0
2186,Pedestrian,7.739551251389862,4.42,0,0
2187,Truck,45.0059001769787,6.94,0,0
2188,Car,59.24398456173415,2.98,1,1
2189,Pedestrian,8.747559825769866,0.53,1,0
2190,Animal,8.613154058849286,2.87,1,1
2191,Pedestrian,6.429275982549649,3.03,1,1
2192,Bike,15.396393902531194,7.87,0,0
2193,Bike,19.346444184412807,5.15,0,0
2194,Bike,3.706189638739072,1.96,1,0
2195,Car,72.11133963437163,2.19,1,1
2196,Truck,33.08632706683826,2.32,1,1
2197,Car,15.244272122813838,4.45,0,0
2198,Pedestrian,7.465384779501671,1.17,1,0
2199,Motorcycle,99.36677914112713,4.78,0,0
2200,Bike,17.47351971487951,3.88,1,1
2201,Bike,17.648147395890746,5.75,0,0
2202,Pedestrian,9.699526992986357,7.53,0,0
2203,Animal,7.506662154964529,1.36,1,0
2204,Motorcycle,55.14592451840332,3.75,1,1
2205,Bike,20.18041208287403,5.59,0,0
2206,Pedestrian,8.325964252967509,2.93,1,1
2207,Animal,5.975346603774678,6.69,0,0
2208,Animal,9.73244173901749,2.04,1,1
2209,Truck,69.04903891098864,2.09,1,1
2210,Motorcycle,11.703638862916518,5.98,0,0
2211,Motorcycle,99.72719985862356,3.81,1,1
2212,Car,6.188599579299601,4.57,0,0
2213,Pedestrian,1.7631535315153155,1.93,1,0
2214,Truck,44.54301127330658,7.29,0,0
2215,Animal,9.07928388578786,6.48,0,0
2216,Truck,65.62410272391082,3.25,1,1
2217,Motorcycle,44.2002984311108,3.93,1,1
2218,Motorcycle,29.013552221802343,5.17,0,0
2219,Truck,24.294313272247834,4.76,0,0
2220,Motorcycle,50.95863514684263,1.81,1,0
2221,Motorcycle,4.416019489795592,4.52,0,0
2222,Motorcycle,62.474653411911184,7.94,0,0
2223,Bike,13.511334989371989,1.84,1,0
2224,Animal,1.9260874262179963,4.39,0,0
2225,Truck,77.85202291164667,1.61,1,0
2226,Bike,6.688145364376707,7.49,0,0
2227,Truck,39.02688881783843,4.78,0,0
2228,Truck,71.27822872754668,1.5,1,0
2229,Animal,3.035572392147503,6.4,0,0
2230,Pedestrian,8.04280172756848,3.88,1,1
2231,Car,69.89820319031753,2.32,1,1
2232,Car,92.69499154889985,7.02,0,0
2233,Animal,9.733445736339377,7.38,0,0
2234,Pedestrian,2.2689771179340954,4.86,0,0
2235,Truck,30.731990710575364,1.04,1,0
2236,Bike,12.372384976029053,3.68,1,1
2237,Car,18.884902787299335,1.25,1,0
2238,Car,43.624134857366144,6.76,0,0
2239,Animal,1.5854824860895937,1.83,1,0
2240,Car,25.75884013885224,4.29,0,0
2241,Truck,11.200838004062964,7.62,0,0
2242,Pedestrian,7.03277760595347,4.51,0,0
2243,Animal,6.989385485971111,7.62,0,0
2244,Animal,6.438802869684473,2.23,1,1
2245,Truck,76.42396493691498,5.28,0,0
2246,Bike,18.241995130505813,6.87,0,0
2247,Animal,3.256095062039037,3.81,1,1
2248,Car,4.697088483798556,4.74,0,0
2249,Bike,18.366258145286576,1.77,1,0
2250,Pedestrian,5.901776912914295,1.89,1,0
2251,Motorcycle,88.94236483916161,5.51,0,0
2252,Animal,1.5746694420139589,4.26,0,0
2253,Pedestrian,8.037084947775679,0.57,1,0
2254,Car,99.42982033572326,3.37,1,1
2255,Motorcycle,57.86494479304552,7.71,0,0
2256,Animal,4.312343795411587,2.18,1,1
2257,Car,8.93002708816076,2.86,1,1
2258,Car,13.968057191353115,2.63,1,1
2259,Car,38.586466879281176,2.86,1,1
2260,Bike,10.262146779948386,4.81,0,0
2261,Truck,8.761369523721209,0.74,1,0
2262,Bike,22.10762207863992,5.16,0,0
2263,Bike,12.454912635806243,6.74,0,0
2264,Bike,12.124857619177682,6.2,0,0
2265,Animal,6.799916343849164,3.06,1,1
2266,Motorcycle,20.1966826378059,7.7,0,0
2267,Car,33.11964434740071,6.66,0,0
2268,Truck,20.340024419238528,2.26,1,1
2269,Car,92.49335300637074,2.89,1,1
2270,Car,50.73300313280547,3.87,1,1
2271,Bike,20.318782995609507,2.78,1,1
2272,Motorcycle,97.61037350680239,2.52,1,1
2273,Motorcycle,27.129653208056208,1.44,1,0
2274,Truck,16.08700022872314,1.75,1,0
2275,Animal,4.517790522803436,7.84,0,0
2276,Car,19.205347188710384,5.8,0,0
2277,Car,2.1915180151373077,1.89,1,0
2278,Car,78.37247777923463,6.15,0,0
2279,Animal,3.426353179958258,2.62,1,1
2280,Bike,24.77850943485895,2.34,1,1
2281,Pedestrian,6.843574662009306,1.25,1,0
2282,Bike,18.106927347557836,7.21,0,0
2283,Motorcycle,63.158185852146836,2.45,1,1
2284,Animal,3.765981015677734,4.35,0,0
2285,Bike,7.685427210277178,4.37,0,0
2286,Car,99.58519705883684,7.02,0,0
2287,Truck,43.94371613937214,7.82,0,0
2288,Pedestrian,7.232199807658965,7.47,0,0
2289,Motorcycle,46.64202581475664,6.25,0,0
2290,Car,27.64645833932055,4.56,0,0
2291,Truck,64.9552956982706,5.55,0,0
2292,Truck,68.61157406231506,0.73,1,0
2293,Car,7.314827290578179,3.17,1,1
2294,Car,98.5421690278748,0.68,1,0
2295,Pedestrian,1.5881885206608557,0.98,1,0
2296,Bike,15.431999032719617,2.65,1,1
2297,Pedestrian,9.758678436972636,2.77,1,1
2298,Truck,37.75320354149461,7.85,0,0
2299,Bike,2.3186545193886747,4.95,0,0
2300,Car,85.06979501404265,4.93,0,0
2301,Pedestrian,1.6953535757889853,7.99,0,0
2302,Pedestrian,3.5538655448132737,7.31,0,0
2303,Truck,11.031907730830909,1.91,1,0
2304,Bike,25.114883289916172,3.65,1,1
2305,Motorcycle,75.5226908121083,5.82,0,0
2306,Animal,8.577815056389502,7.45,0,0
2307,Car,20.77561442422597,7.54,0,0
2308,Motorcycle,25.66201905441146,3.42,1,1
2309,Car,64.41982127977641,3.76,1,1
2310,Motorcycle,55.15101182182609,2.49,1,1
2311,Motorcycle,21.37895576929271,2.95,1,1
2312,Animal,9.983842456128428,7.51,0,0
2313,Animal,7.718130716280733,3.24,1,1
2314,Truck,43.62984619852815,1.72,1,0
2315,Truck,31.41868995290294,1.9,1,0
2316,Truck,54.71160647182041,5.05,0,0
2317,Truck,62.6027164157162,4.92,0,0
2318,Pedestrian,7.033753833517048,7.35,0,0
2319,Bike,23.657874721248323,2.31,1,1
2320,Car,46.496284979695545,1.29,1,0
2321,Car,2.860941385508057,6.78,0,0
2322,Animal,2.5091503766597647,1.61,1,0
2323,Animal,7.000248745784331,1.33,1,0
2324,Pedestrian,7.377053468807759,6.31,0,0
2325,Motorcycle,62.691345440024485,5.74,0,0
2326,Pedestrian,4.405938939091316,7.18,0,0
2327,Animal,7.3269961927509755,3.25,1,1
2328,Motorcycle,62.60765680566273,1.67,1,0
2329,Truck,75.04907015830292,7.08,0,0
2330,Motorcycle,65.90793292678025,7.33,0,0
2331,Motorcycle,46.7330251574106,0.51,1,0
2332,Bike,19.21106573423219,2.3,1,1
2333,Truck,55.329124275283185,7.76,0,0
2334,Pedestrian,4.883201635450847,3.72,1,1
2335,Animal,3.7578569374817645,7.03,0,0
2336,Animal,9.99674994031162,7.62,0,0
2337,Motorcycle,9.360463773057443,3.57,1,1
2338,Motorcycle,62.282534845976656,6.73,0,0
2339,Truck,17.424452348461795,2.76,1,1
2340,Bike,18.567446457214366,7.01,0,0
2341,Truck,33.85423823282164,4.41,0,0
2342,Animal,6.6800604516423405,2.51,1,1
2343,Motorcycle,34.995407297826645,3.74,1,1
2344,Truck,46.20163268677683,1.3,1,0
2345,Motorcycle,64.24466454016994,5.9,0,0
2346,Animal,2.8786327543604857,0.79,1,0
2347,Motorcycle,27.59516263646695,7.11,0,0
2348,Pedestrian,8.408991619635247,2.35,1,1
2349,Animal,7.949979513247056,4.55,0,0
2350,Animal,3.6497244679742784,4.7,0,0
2351,Motorcycle,73.37052357360477,4.16,0,0
2352,Car,19.00448650108399,4.15,0,0
2353,Animal,8.9473748653654,3.01,1,1
2354,Animal,7.93788018114426,6.1,0,0
2355,Truck,38.98900109443941,6.49,0,0
2356,Bike,12.776896473057855,3.12,1,1
2357,Motorcycle,79.85672933769557,5.35,0,0
2358,Truck,76.72896251397268,6.31,0,0
2359,Car,88.343077782872,7.2,0,0
2360,Pedestrian,1.8027041028203084,0.91,1,0
2361,Bike,29.31688555798569,5.9,0,0
2362,Truck,45.96457881135427,5.64,0,0
2363,Animal,9.189036597821845,3.54,1,1
2364,Truck,27.80564619689555,7.33,0,0
2365,Car,99.95123912829487,1.09,1,0
2366,Car,62.3668281297624,2.66,1,1
2367,Pedestrian,1.4989521518254338,0.71,1,0
2368,Truck,8.702854065225331,1.42,1,0
2369,Bike,23.37904516881002,3.78,1,1
2370,Truck,42.974420971199635,3.1,1,1
2371,Truck,74.49043462005426,5.41,0,0
2372,Bike,25.54102478475678,1.22,1,0
2373,Bike,11.127956686481543,6.87,0,0
2374,Animal,6.640108132172504,5.72,0,0
2375,Truck,44.159325172521406,1.96,1,0
2376,Pedestrian,3.993152038822551,2.76,1,1
2377,Animal,6.551884398632504,7.37,0,0
2378,Truck,66.14693304983473,3.38,1,1
2379,Animal,4.323203317035052,4.45,0,0
2380,Truck,37.893564671511974,3.45,1,1
2381,Truck,31.707242486821965,4.49,0,0
2382,Motorcycle,39.012122093062935,5.76,0,0
2383,Animal,6.149334092844255,3.24,1,1
2384,Pedestrian,5.850531197058579,1.52,1,0
2385,Bike,29.34353699174639,1.89,1,0
2386,Animal,8.048976396075444,6.8,0,0
2387,Bike,20.07151216244936,5.68,0,0
2388,Animal,9.978721273522751,4.07,0,0
2389,Pedestrian,7.9016355849822215,5.75,0,0
2390,Car,95.43505907604973,6.62,0,0
2391,Motorcycle,56.82522018942721,7.62,0,0
2392,Motorcycle,69.40469151728368,6.36,0,0
2393,Bike,28.019510522081045,5.14,0,0
2394,Bike,10.584088935230323,0.69,1,0
2395,Truck,16.288233934148522,6.2,0,0
2396,Truck,50.37934808386146,1.22,1,0
2397,Motorcycle,77.34860621623872,4.83,0,0
2398,Car,13.574263014514296,7.79,0,0
2399,Animal,1.8623749511589018,6.8,0,0
2400,Truck,27.30263219555376,6.54,0,0
2401,Pedestrian,6.456313406842142,7.79,0,0
2402,Truck,6.1307016887660595,2.97,1,1
2403,Motorcycle,57.42897004172721,6.91,0,0
2404,Bike,9.720970321300541,7.35,0,0
2405,Pedestrian,7.310447746239888,0.93,1,0
2406,Car,32.377435226240436,1.3,1,0
2407,Car,75.009400742962,2.63,1,1
2408,Car,18.128185058577863,0.53,1,0
2409,Car,68.74404133092035,3.72,1,1
2410,Bike,17.83122509555459,7.65,0,0
2411,Motorcycle,28.6241080310363,2.75,1,1
2412,Bike,21.928381440784193,6.47,0,0
2413,Truck,36.497767455171754,4.63,0,0
2414,Animal,8.372546651003944,6.0,0,0
2415,Car,71.96466602597191,2.83,1,1
2416,Truck,19.974508682340776,6.6,0,0
2417,Car,90.48999165750202,3.21,1,1
2418,Animal,2.4045009324530486,7.19,0,0
2419,Bike,3.5731545245562066,7.67,0,0
2420,Bike,20.424187149823776,1.99,1,0
2421,Pedestrian,4.283421282540299,7.07,0,0
2422,Truck,39.84525624637578,4.15,0,0
2423,Truck,51.411001424060096,6.96,0,0
2424,Truck,72.59082381301556,7.56,0,0
2425,Motorcycle,37.68413656053268,4.36,0,0
2426,Truck,52.870224471273396,4.13,0,0
2427,Bike,13.44090287390573,3.51,1,1
2428,Animal,6.534410006222899,4.19,0,0
2429,Car,68.64756011073115,2.57,1,1
2430,Pedestrian,5.643777125252161,0.86,1,0
2431,Pedestrian,2.899043418085413,5.46,0,0
2432,Animal,9.319072941039211,5.66,0,0
2433,Animal,8.99854296768082,1.79,1,0
2434,Animal,9.470907923983045,7.27,0,0
2435,Bike,26.521788887366476,2.6,1,1
2436,Motorcycle,41.87341555207858,7.39,0,0
2437,Animal,2.9013670642761458,1.56,1,0
2438,Motorcycle,1.4880357098167913,2.81,1,1
2439,Pedestrian,9.651576047225209,5.96,0,0
2440,Truck,11.849274021605952,7.41,0,0
2441,Animal,7.5638576491207665,0.64,1,0
2442,Animal,7.68696885111312,5.64,0,0
2443,Car,84.96776408796049,5.08,0,0
2444,Motorcycle,52.69535195479756,7.6,0,0
2445,Animal,9.995681555911888,5.95,0,0
2446,Pedestrian,5.379533547185299,5.65,0,0
2447,Car,73.85920154314017,5.78,0,0
2448,Motorcycle,72.37660888611236,7.72,0,0
2449,Bike,12.94976388359434,1.77,1,0
2450,Car,7.539400172590124,7.71,0,0
2451,Animal,9.228851836119988,5.37,0,0
2452,Motorcycle,12.982285082352291,3.03,1,1
2453,Truck,73.2293636365944,5.59,0,0
2454,Animal,1.5263617461275942,3.68,1,1
2455,Car,8.326762453128621,5.37,0,0
2456,Animal,1.4930452039621185,6.64,0,0
2457,Car,58.325349771427696,1.7,1,0
2458,Truck,45.27097655091559,6.49,0,0
2459,Truck,74.94942209240494,5.65,0,0
2460,Truck,59.39056283973488,3.26,1,1
2461,Bike,26.126449223525082,1.6,1,0
2462,Truck,20.153983279054074,5.38,0,0
2463,Bike,28.23745453412512,1.52,1,0
2464,Pedestrian,8.775804426672282,7.5,0,0
2465,Pedestrian,2.9979510462798453,6.44,0,0
2466,Motorcycle,56.255404224885346,1.47,1,0
2467,Car,45.84744821887769,4.83,0,0
2468,Truck,45.417178614409714,3.97,1,1
2469,Pedestrian,8.617198073022275,0.73,1,0
2470,Car,52.262172132659536,7.14,0,0
2471,Truck,61.9013475749873,2.92,1,1
2472,Bike,16.2911681389323,7.69,0,0
2473,Car,66.89959405991232,3.03,1,1
2474,Bike,16.380275555553045,0.51,1,0
2475,Animal,1.9083106658659053,5.68,0,0
2476,Motorcycle,50.70683446950646,2.95,1,1
2477,Animal,8.798595830961663,5.34,0,0
2478,Truck,59.543238159657996,2.16,1,1
2479,Bike,4.372766255259176,1.02,1,0
2480,Motorcycle,11.68579626273724,4.83,0,0
2481,Car,92.88885567608256,4.18,0,0
2482,Bike,23.62438890522651,7.7,0,0
2483,Car,8.206325537888686,1.86,1,0
2484,Animal,5.495217870150981,5.22,0,0
2485,Bike,22.68325840789768,4.74,0,0
2486,Truck,12.614407239147203,2.93,1,1
2487,Motorcycle,18.390925727940623,4.57,0,0
2488,Animal,1.9024172246063498,3.32,1,1
2489,Pedestrian,8.620111483139636,5.13,0,0
2490,Car,6.170764944793273,4.86,0,0
2491,Truck,45.13584727606353,2.07,1,1
2492,Car,18.75032377080603,1.73,1,0
2493,Pedestrian,2.0604621476938605,2.51,1,1
2494,Truck,75.94148870088283,0.79,1,0
2495,Motorcycle,62.61618351394587,3.06,1,1
2496,Pedestrian,2.4500002091350006,0.82,1,0
2497,Bike,16.8760902396846,3.43,1,1
2498,Pedestrian,5.796853447638821,7.99,0,0
2499,Car,17.785548644057236,5.61,0,0
2500,Car,53.55626815238757,1.94,1,0
2501,Truck,55.0222218068805,7.39,0,0
2502,Pedestrian,6.1738668495145355,7.67,0,0
2503,Pedestrian,8.985475020108655,2.2,1,1
2504,Animal,2.702482397279855,1.96,1,0
2505,Motorcycle,55.05028592672637,3.72,1,1
2506,Truck,2.123947735588143,3.26,1,1
2507,Truck,21.62231071085512,5.19,0,0
2508,Animal,4.577852267283342,4.52,0,0
2509,Pedestrian,7.750146665376667,5.8,0,0
2510,Motorcycle,8.348555296271341,1.29,1,0
2511,Motorcycle,81.80525864424841,7.57,0,0
2512,Bike,2.616263386331867,1.54,1,0
2513,Motorcycle,9.821762572121433,6.83,0,0
2514,Pedestrian,6.464259680707052,1.07,1,0
2515,Animal,7.302088904387796,1.72,1,0
2516,Bike,16.13288682457103,2.82,1,1
2517,Pedestrian,5.382187085470116,3.65,1,1
2518,Bike,25.934664562611996,6.82,0,0
2519,Bike,24.64958493280817,5.56,0,0
2520,Bike,13.107346184715697,6.59,0,0
2521,Truck,57.28913504929393,3.91,1,1
2522,Animal,3.7229071021939437,2.84,1,1
2523,Truck,31.291362105082612,0.92,1,0
2524,Bike,22.858512900366446,3.42,1,1
2525,Car,82.53388821251859,4.74,0,0
2526,Animal,2.789427105564677,2.66,1,1
2527,Pedestrian,2.044000305819109,5.81,0,0
2528,Motorcycle,47.25237739237556,1.77,1,0
2529,Car,13.25942253539854,7.81,0,0
2530,Motorcycle,36.88561775004448,0.83,1,0
2531,Pedestrian,5.248940602364264,1.53,1,0
2532,Truck,53.142397650470194,4.1,0,0
2533,Bike,28.77841879749698,6.31,0,0
2534,Pedestrian,3.5083418756179245,3.44,1,1
2535,Car,40.465534182927726,7.11,0,0
2536,Truck,16.75655952193506,1.1,1,0
2537,Pedestrian,3.835224717861623,7.96,0,0
2538,Bike,20.5531905982143,6.69,0,0
2539,Animal,6.21993217487489,5.53,0,0
2540,Car,4.865823662605888,1.81,1,0
2541,Car,29.744332611162747,0.52,1,0
2542,Pedestrian,1.6528286570692345,0.71,1,0
2543,Car,51.23563352027143,4.24,0,0
2544,Motorcycle,65.16834257615713,1.73,1,0
2545,Motorcycle,40.68437320942322,1.04,1,0
2546,Truck,22.14153886876019,4.86,0,0
